Label,true_cell,extcenterX,extcenterY,centerX,centerY,perimeter,area,ch_perimeter,ch_area,pconvexity,aconvexity
35,True,-0.5,2598.513117822634,288.1047908129711,2598.513117822634,4457.746750430835,98835,1820.3504283500024,219082.5,0.4083566272969787,0.4511314230940399
36,True,-0.5,2586.6948260742474,33.912306343174514,2586.6948260742474,233.68124086713192,3421,226.833471857455,3599.0,0.970696111573755,0.9505418171714364
37,True,-0.5,2646.283895607893,12.926161680458309,2646.283895607893,211.4680374315355,1571,197.1217109061502,2067.5,0.9321584164697702,0.7598548972188633
38,True,-0.5,2731.782853887781,75.72811164910281,2731.782853887781,838.4650788387053,17555,604.8625459198661,25006.0,0.7213926509111335,0.7020315124370151
39,True,-0.5,2740.264705882353,10.007352941176473,2740.264705882353,112.49747468305831,680,113.2195159336054,732.0000000000001,1.0064182885223094,0.9289617486338796
40,True,-0.5,2790.7438016528927,11.570247933884298,2790.7438016528927,101.98275605729692,605,102.74457547520733,651.0000000000002,1.0074700807015098,0.9293394777265742
41,True,-0.5,2843.5,19.94132873166523,2828.276962899051,206.5685424949238,1159,176.14184374597895,1649.0000000000002,0.8527041030475753,0.7028502122498483
42,True,81.38455975411318,171.16615440245891,81.38455975411318,171.16615440245886,680.9676041556469,11062,472.953160857217,15643.999999999996,0.6945310730950947,0.7071081564817184
43,True,29.695792880258864,2815.108953613808,29.6957928802589,2815.108953613808,121.98275605729692,927,119.88508042163204,993.0,0.9828035067950132,0.933534743202417
44,True,40.928163653663205,162.77925784966703,40.92816365366318,162.77925784966698,184.50966799187808,2102,177.83526850761373,2238.0,0.9638262885793164,0.93923145665773
45,True,88.39954225927738,1936.4399215301619,88.39954225927742,1936.4399215301617,414.7178207935912,6117,339.4789985070727,8152.000000000001,0.8185782753619224,0.750368007850834
46,True,55.96524761077319,1877.2189400521288,55.96524761077324,1877.2189400521288,135.39696961967,1151,132.0670547070361,1208.0,0.9754062818245666,0.9528145695364238
47,True,53.935381355932236,2184.419491525424,53.9353813559322,2184.419491525424,133.0538238691624,944,129.56421097940873,998.5000000000002,0.9737729229549604,0.945418127190786
48,True,311.075708742527,-0.5,311.07570874252707,147.82776577054815,2724.95158570222,79119,1389.4140196916132,122023.5,0.5098857634689173,0.6483914983589226
49,True,108.0311763445468,1307.7550889222198,108.03117634454682,1307.7550889222198,531.0437226013958,9334,447.00277721681033,11904.0,0.8417438304836775,0.7841061827956989
50,True,57.466441332689556,1983.6547561564462,57.46644133268952,1983.6547561564464,184.8528137423857,2071,178.5982439909191,2222.9999999999995,0.966164595361891,0.931623931623932
51,True,156.08415539509815,323.82192616698876,156.08415539509815,323.8219261669887,1075.543289325507,19666,647.5200949634313,29575.0,0.6020400121407509,0.6649535080304311
